Category,CN Code,Description,Country,Type,Value
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",Ukraine,Direct,1.52
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",Ukraine,Indirect,1.09
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",Ukraine,Total,2.61
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",United Kingdom,Direct,1.9
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",United Kingdom,Indirect,0.11
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",United Kingdom,Total,2.01
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",United States,Direct,1.73
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",United States,Indirect,0.33
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",United States,Total,2.06
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",EU27,Direct,1.82
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",EU27,Indirect,0.25
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad",EU27,Total,2.06
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad","Weighted average
primary",Direct,1.86
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad","Weighted average
primary",Indirect,0.57
Iron or steel products,7228 10 20,"Not further worked than hot- rolled, hot-drawn or extruded; hot-rolled, hot-drawn or
extruded, not further worked than clad","Weighted average
primary",Total,2.43
Iron or steel products,7228 10 90,Other,Default Direct,emissions,1.86
Iron or steel products,7228 10 90,Other,Default Indirect,emissions,0.57
Iron or steel products,7228 10 90,Other,Default Total,emissions,2.43
Iron or steel products,7228 10 90,Other,Belarus,Direct,0.31
Iron or steel products,7228 10 90,Other,Belarus,Indirect,0.43
Iron or steel products,7228 10 90,Other,Belarus,Total,0.73
Iron or steel products,7228 10 90,Other,Brazil,Direct,2.14
Iron or steel products,7228 10 90,Other,Brazil,Indirect,0.11
Iron or steel products,7228 10 90,Other,Brazil,Total,2.25
Iron or steel products,7228 10 90,Other,China,Direct,1.72
Iron or steel products,7228 10 90,Other,China,Indirect,0.71
Iron or steel products,7228 10 90,Other,China,Total,2.43
Iron or steel products,7228 10 90,Other,India,Direct,2.71
Iron or steel products,7228 10 90,Other,India,Indirect,0.45
Iron or steel products,7228 10 90,Other,India,Total,3.16
Iron or steel products,7228 10 90,Other,Japan,Direct,2.07
Iron or steel products,7228 10 90,Other,Japan,Indirect,0.44
Iron or steel products,7228 10 90,Other,Japan,Total,2.51
Iron or steel products,7228 10 90,Other,South Korea,Direct,1.74
Iron or steel products,7228 10 90,Other,South Korea,Indirect,0.47
Iron or steel products,7228 10 90,Other,South Korea,Total,2.21
Iron or steel products,7228 10 90,Other,Norway,Direct,0.92
Iron or steel products,7228 10 90,Other,Norway,Indirect,0.08
Iron or steel products,7228 10 90,Other,Norway,Total,1
Iron or steel products,7228 10 90,Other,Russia,Direct,3.73
Iron or steel products,7228 10 90,Other,Russia,Indirect,0.36
Iron or steel products,7228 10 90,Other,Russia,Total,4.09
Iron or steel products,7228 10 90,Other,Serbia,Direct,2.32
Iron or steel products,7228 10 90,Other,Serbia,Indirect,0.59
Iron or steel products,7228 10 90,Other,Serbia,Total,2.91
Iron or steel products,7228 10 90,Other,South Africa,Direct,3.41
Iron or steel products,7228 10 90,Other,South Africa,Indirect,1.31
Iron or steel products,7228 10 90,Other,South Africa,Total,4.71
Iron or steel products,7228 10 90,Other,Switzerland,Direct,0.26
Iron or steel products,7228 10 90,Other,Switzerland,Indirect,0.03
Iron or steel products,7228 10 90,Other,Switzerland,Total,0.29
Iron or steel products,7228 10 90,Other,Taiwan,Direct,1.83
Iron or steel products,7228 10 90,Other,Taiwan,Indirect,0.43
Iron or steel products,7228 10 90,Other,Taiwan,Total,2.26
Iron or steel products,7228 10 90,Other,Türkiye,Direct,1.76
Iron or steel products,7228 10 90,Other,Türkiye,Indirect,0.21
Iron or steel products,7228 10 90,Other,Türkiye,Total,1.97
Iron or steel products,7228 10 90,Other,Ukraine,Direct,1.52
Iron or steel products,7228 10 90,Other,Ukraine,Indirect,1.09
Iron or steel products,7228 10 90,Other,Ukraine,Total,2.61
Iron or steel products,7228 10 90,Other,United Kingdom,Direct,1.9
Iron or steel products,7228 10 90,Other,United Kingdom,Indirect,0.11
Iron or steel products,7228 10 90,Other,United Kingdom,Total,2.01
Iron or steel products,7228 10 90,Other,United States,Direct,1.73
Iron or steel products,7228 10 90,Other,United States,Indirect,0.33
Iron or steel products,7228 10 90,Other,United States,Total,2.06
Iron or steel products,7228 10 90,Other,EU27,Direct,1.82
Iron or steel products,7228 10 90,Other,EU27,Indirect,0.25
Iron or steel products,7228 10 90,Other,EU27,Total,2.06
Iron or steel products,7228 10 90,Other,"Weighted average
primary",Direct,1.86
Iron or steel products,7228 10 90,Other,"Weighted average
primary",Indirect,0.57
Iron or steel products,7228 10 90,Other,"Weighted average
primary",Total,2.43
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Default Direct,emissions,1.86
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Default Indirect,emissions,0.57
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Default Total,emissions,2.43
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Belarus,Direct,0.31
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Belarus,Indirect,0.43
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Belarus,Total,0.73
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Brazil,Direct,2.14
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Brazil,Indirect,0.11
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Brazil,Total,2.25
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",China,Direct,1.72
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",China,Indirect,0.71
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",China,Total,2.43
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",India,Direct,2.71
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",India,Indirect,0.45
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",India,Total,3.16
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Japan,Direct,2.07
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Japan,Indirect,0.44
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Japan,Total,2.51
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",South Korea,Direct,1.74
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",South Korea,Indirect,0.47
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",South Korea,Total,2.21
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Norway,Direct,0.92
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Norway,Indirect,0.08
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Norway,Total,1
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Russia,Direct,3.73
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Russia,Indirect,0.36
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Russia,Total,4.09
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Serbia,Direct,2.32
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Serbia,Indirect,0.59
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Serbia,Total,2.91
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",South Africa,Direct,3.41
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",South Africa,Indirect,1.31
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",South Africa,Total,4.71
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Switzerland,Direct,0.26
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Switzerland,Indirect,0.03
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Switzerland,Total,0.29
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Taiwan,Direct,1.83
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Taiwan,Indirect,0.43
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Taiwan,Total,2.26
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Türkiye,Direct,1.76
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Türkiye,Indirect,0.21
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Türkiye,Total,1.97
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Ukraine,Direct,1.52
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Ukraine,Indirect,1.09
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",Ukraine,Total,2.61
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",United Kingdom,Direct,1.9
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",United Kingdom,Indirect,0.11
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",United Kingdom,Total,2.01
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",United States,Direct,1.73
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",United States,Indirect,0.33
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",United States,Total,2.06
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",EU27,Direct,1.82
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",EU27,Indirect,0.25
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel",EU27,Total,2.06
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel","Weighted average
primary",Direct,1.86
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel","Weighted average
primary",Indirect,0.57
Iron or steel products,7228 20,"Bars and rods, of silico- manganese steel","Weighted average
primary",Total,2.43
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Default Direct,emissions,1.86
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Default Indirect,emissions,0.57
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Default Total,emissions,2.43
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Belarus,Direct,0.31
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Belarus,Indirect,0.43
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Belarus,Total,0.73
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Brazil,Direct,2.14
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Brazil,Indirect,0.11
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Brazil,Total,2.25
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",China,Direct,1.72
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",China,Indirect,0.71
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",China,Total,2.43
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",India,Direct,2.71
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",India,Indirect,0.45
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",India,Total,3.16
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Japan,Direct,2.07
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Japan,Indirect,0.44
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Japan,Total,2.51
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",South Korea,Direct,1.74
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",South Korea,Indirect,0.47
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",South Korea,Total,2.21
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Norway,Direct,0.92
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Norway,Indirect,0.08
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Norway,Total,1
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Russia,Direct,3.73
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Russia,Indirect,0.36
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Russia,Total,4.09
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Serbia,Direct,2.32
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Serbia,Indirect,0.59
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Serbia,Total,2.91
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",South Africa,Direct,3.41
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",South Africa,Indirect,1.31
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",South Africa,Total,4.71
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Switzerland,Direct,0.26
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Switzerland,Indirect,0.03
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Switzerland,Total,0.29
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Taiwan,Direct,1.83
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Taiwan,Indirect,0.43
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Taiwan,Total,2.26
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Türkiye,Direct,1.76
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Türkiye,Indirect,0.21
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Türkiye,Total,1.97
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Ukraine,Direct,1.52
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Ukraine,Indirect,1.09
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",Ukraine,Total,2.61
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",United Kingdom,Direct,1.9
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",United Kingdom,Indirect,0.11
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",United Kingdom,Total,2.01
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",United States,Direct,1.73
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",United States,Indirect,0.33
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",United States,Total,2.06
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",EU27,Direct,1.82
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",EU27,Indirect,0.25
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded",EU27,Total,2.06
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded","Weighted average
primary",Direct,1.86
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded","Weighted average
primary",Indirect,0.57
Iron or steel products,7228 30,"Other bars and rods, not further
worked than hot-rolled, hot- drawn or extruded","Weighted average
primary",Total,2.43
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Default Direct,emissions,1.86
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Default Indirect,emissions,0.57
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Default Total,emissions,2.43
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Belarus,Direct,0.31
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Belarus,Indirect,0.43
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Belarus,Total,0.73
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Brazil,Direct,2.14
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Brazil,Indirect,0.11
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Brazil,Total,2.25
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",China,Direct,1.72
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",China,Indirect,0.71
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",China,Total,2.43
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",India,Direct,2.71
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",India,Indirect,0.45
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",India,Total,3.16
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Japan,Direct,2.07
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Japan,Indirect,0.44
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Japan,Total,2.51
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",South Korea,Direct,1.74
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",South Korea,Indirect,0.47
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",South Korea,Total,2.21
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Norway,Direct,0.92
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Norway,Indirect,0.08
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Norway,Total,1
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Russia,Direct,3.73
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Russia,Indirect,0.36
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Russia,Total,4.09
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Serbia,Direct,2.32
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Serbia,Indirect,0.59
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Serbia,Total,2.91
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",South Africa,Direct,3.41
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",South Africa,Indirect,1.31
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",South Africa,Total,4.71
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Switzerland,Direct,0.26
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Switzerland,Indirect,0.03
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Switzerland,Total,0.29
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Taiwan,Direct,1.83
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Taiwan,Indirect,0.43
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Taiwan,Total,2.26
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Türkiye,Direct,1.76
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Türkiye,Indirect,0.21
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Türkiye,Total,1.97
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Ukraine,Direct,1.52
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Ukraine,Indirect,1.09
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",Ukraine,Total,2.61
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",United Kingdom,Direct,1.9
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",United Kingdom,Indirect,0.11
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",United Kingdom,Total,2.01
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",United States,Direct,1.73
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",United States,Indirect,0.33
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",United States,Total,2.06
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",EU27,Direct,1.82
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",EU27,Indirect,0.25
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished",EU27,Total,2.06
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished","Weighted average
primary",Direct,1.86
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished","Weighted average
primary",Indirect,0.57
Iron or steel products,7228 50,"Other bars and rods, not further worked than cold-formed or cold-finished","Weighted average
primary",Total,2.43
Iron or steel products,7228 60,Other bars and rods,Default Direct,emissions,1.86
Iron or steel products,7228 60,Other bars and rods,Default Indirect,emissions,0.57
Iron or steel products,7228 60,Other bars and rods,Default Total,emissions,2.43
Iron or steel products,7228 60,Other bars and rods,Belarus,Direct,0.31
Iron or steel products,7228 60,Other bars and rods,Belarus,Indirect,0.43
Iron or steel products,7228 60,Other bars and rods,Belarus,Total,0.73
Iron or steel products,7228 60,Other bars and rods,Brazil,Direct,2.14
Iron or steel products,7228 60,Other bars and rods,Brazil,Indirect,0.11
Iron or steel products,7228 60,Other bars and rods,Brazil,Total,2.25
Iron or steel products,7228 60,Other bars and rods,China,Direct,1.72
Iron or steel products,7228 60,Other bars and rods,China,Indirect,0.71
Iron or steel products,7228 60,Other bars and rods,China,Total,2.43
Iron or steel products,7228 60,Other bars and rods,India,Direct,2.71
Iron or steel products,7228 60,Other bars and rods,India,Indirect,0.45
Iron or steel products,7228 60,Other bars and rods,India,Total,3.16
Iron or steel products,7228 60,Other bars and rods,Japan,Direct,2.07
Iron or steel products,7228 60,Other bars and rods,Japan,Indirect,0.44
Iron or steel products,7228 60,Other bars and rods,Japan,Total,2.51
Iron or steel products,7228 60,Other bars and rods,South Korea,Direct,1.74
Iron or steel products,7228 60,Other bars and rods,South Korea,Indirect,0.47
Iron or steel products,7228 60,Other bars and rods,South Korea,Total,2.21
Iron or steel products,7228 60,Other bars and rods,Norway,Direct,0.92
Iron or steel products,7228 60,Other bars and rods,Norway,Indirect,0.08
Iron or steel products,7228 60,Other bars and rods,Norway,Total,1
Iron or steel products,7228 60,Other bars and rods,Russia,Direct,3.73
Iron or steel products,7228 60,Other bars and rods,Russia,Indirect,0.36
Iron or steel products,7228 60,Other bars and rods,Russia,Total,4.09
Iron or steel products,7228 60,Other bars and rods,Serbia,Direct,2.32
Iron or steel products,7228 60,Other bars and rods,Serbia,Indirect,0.59
Iron or steel products,7228 60,Other bars and rods,Serbia,Total,2.91
Iron or steel products,7228 60,Other bars and rods,South Africa,Direct,3.41
Iron or steel products,7228 60,Other bars and rods,South Africa,Indirect,1.31
Iron or steel products,7228 60,Other bars and rods,South Africa,Total,4.71
Iron or steel products,7228 60,Other bars and rods,Switzerland,Direct,0.26
Iron or steel products,7228 60,Other bars and rods,Switzerland,Indirect,0.03
Iron or steel products,7228 60,Other bars and rods,Switzerland,Total,0.29
Iron or steel products,7228 60,Other bars and rods,Taiwan,Direct,1.83
Iron or steel products,7228 60,Other bars and rods,Taiwan,Indirect,0.43
Iron or steel products,7228 60,Other bars and rods,Taiwan,Total,2.26
Iron or steel products,7228 60,Other bars and rods,Türkiye,Direct,1.76
Iron or steel products,7228 60,Other bars and rods,Türkiye,Indirect,0.21
Iron or steel products,7228 60,Other bars and rods,Türkiye,Total,1.97
Iron or steel products,7228 60,Other bars and rods,Ukraine,Direct,1.52
Iron or steel products,7228 60,Other bars and rods,Ukraine,Indirect,1.09
Iron or steel products,7228 60,Other bars and rods,Ukraine,Total,2.61
Iron or steel products,7228 60,Other bars and rods,United Kingdom,Direct,1.9
Iron or steel products,7228 60,Other bars and rods,United Kingdom,Indirect,0.11
Iron or steel products,7228 60,Other bars and rods,United Kingdom,Total,2.01
Iron or steel products,7228 60,Other bars and rods,United States,Direct,1.73
Iron or steel products,7228 60,Other bars and rods,United States,Indirect,0.33
Iron or steel products,7228 60,Other bars and rods,United States,Total,2.06
Iron or steel products,7228 60,Other bars and rods,EU27,Direct,1.82
Iron or steel products,7228 60,Other bars and rods,EU27,Indirect,0.25
Iron or steel products,7228 60,Other bars and rods,EU27,Total,2.06
Iron or steel products,7228 60,Other bars and rods,"Weighted average
primary",Direct,1.86
Iron or steel products,7228 60,Other bars and rods,"Weighted average
primary",Indirect,0.57
Iron or steel products,7228 60,Other bars and rods,"Weighted average
primary",Total,2.43
Iron or steel products,7228 70,"Angles, shapes and sections",Default Direct,emissions,1.86
Iron or steel products,7228 70,"Angles, shapes and sections",Default Indirect,emissions,0.57
Iron or steel products,7228 70,"Angles, shapes and sections",Default Total,emissions,2.43
Iron or steel products,7228 70,"Angles, shapes and sections",Belarus,Direct,0.31
Iron or steel products,7228 70,"Angles, shapes and sections",Belarus,Indirect,0.43
Iron or steel products,7228 70,"Angles, shapes and sections",Belarus,Total,0.73
